OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.0375,0.0525, (1.30203+-7.72854*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.0525,0.0675, (0.877178+0.363946*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.0675,0.0825, (0.802437+1.47123*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.0825,0.0975, (0.662361+3.16912*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.0975,0.1125, (0.600888+3.79961*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.1125,0.14, (0.4545+5.10084*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.14,0.2, (1.1964+-0.198424*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.2,0.28, (0.778076+1.89318*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.28,0.665, (0.959983+1.24351*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,30.0,40.0,0.665,1.1, 1.78691649437
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0,0.0075, 0.847889363766
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0075,0.0225, (0.652391+26.0665*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0225,0.0375, (1.06551+7.7056*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0375,0.0525, (1.16179+5.13827*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0525,0.0675, (1.28097+2.86803*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0675,0.0825, (1.94512+-6.97114*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0825,0.0975, (2.23554+-10.4915*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.0975,0.1125, (-2.61918+39.3006*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.1125,0.14, (2.85728+-9.37907*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.14,0.2, (1.62362+-0.567218*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.2,0.28, (1.96415+-2.26988*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.28,0.665, (1.03981+1.03134*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,40.0,60.0,0.665,1.1, 1.72565364838
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0,0.0075, 0.842824041843
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0075,0.0225, (0.670012+23.0416*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0225,0.0375, (0.983859+9.09283*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0375,0.0525, (1.27233+1.40018*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0525,0.0675, (1.58769+-4.60653*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0675,0.0825, (1.14458+1.95807*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0825,0.0975, (0.539175+9.29626*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.0975,0.1125, (1.55898+-1.16326*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.1125,0.14, (1.64741+-1.94932*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.14,0.2, (1.45102+-0.546511*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.2,0.28, (1.06825+1.3673*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.28,0.665, (1.43469+0.0585847*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,40.0,60.0,0.665,1.1, 1.47365355492
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0,0.0075, 0.830194056034
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0075,0.0225, (0.718505+14.8919*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0225,0.0375, (0.953271+4.45786*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0375,0.0525, (1.05837+1.65534*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0525,0.0675, (0.867849+5.28422*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0675,0.0825, (1.20079+0.351747*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0825,0.0975, (0.774052+5.52434*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.0975,0.1125, (1.46103+-1.52162*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.1125,0.14, (1.40125+-0.990222*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.14,0.2, (1.12242+1.00141*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.2,0.28, (1.51456+-0.959288*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.28,0.665, (1.17628+0.248854*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,40.0,60.0,0.665,1.1, 1.34177064896
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0,0.0075, 0.870097398758
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0075,0.0225, (0.662097+27.7334*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0225,0.0375, (1.21625+3.10425*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0375,0.0525, (1.27716+1.4801*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0525,0.0675, (0.465835+16.9339*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0675,0.0825, (2.3426+-10.87*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0825,0.0975, (0.574512+10.5613*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.0975,0.1125, (1.18251+4.32551*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.1125,0.14, (2.05801+-3.45678*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.14,0.2, (1.47156+0.732146*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.2,0.28, (1.58768+0.151584*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.28,0.665, (1.34305+1.02523*x)
3, iterativefit, up_lfstats2,2,0.0,0.8,60.0,10000.0,0.665,1.1, 2.02483391762
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0,0.0075, 0.861709475517
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0075,0.0225, (0.692411+22.5731*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0225,0.0375, (0.989392+9.37396*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0375,0.0525, (1.32338+0.46769*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0525,0.0675, (1.04118+5.84288*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0675,0.0825, (0.519297+13.5745*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0825,0.0975, (1.99691+-4.33598*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.0975,0.1125, (2.38111+-8.27648*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.1125,0.14, (0.777602+5.97691*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.14,0.2, (1.6641+-0.355246*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.2,0.28, (1.84116+-1.24055*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.28,0.665, (1.22326+0.966253*x)
3, iterativefit, up_lfstats2,2,0.8,1.6,60.0,10000.0,0.665,1.1, 1.86581838131
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0,0.0075, 0.84038490057
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0075,0.0225, (0.70053+18.6473*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0225,0.0375, (0.954848+7.34428*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0375,0.0525, (0.959411+7.22261*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0525,0.0675, (1.57273+-4.45967*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0675,0.0825, (1.53326+-3.87497*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0825,0.0975, (0.235401+11.8567*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.0975,0.1125, (0.586431+8.25639*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.1125,0.14, (2.11329+-5.31573*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.14,0.2, (1.30205+0.478896*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.2,0.28, (1.58689+-0.945309*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.28,0.665, (1.26509+0.203969*x)
3, iterativefit, up_lfstats2,2,1.6,2.5,60.0,10000.0,0.665,1.1, 1.40072882175
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,-15.0,0.0, 0.769111692905
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.0,0.08, 1.1066493988
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.08,0.2, (1.32748+-2.76034*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.2,0.28, (0.89317+-0.588808*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.28,0.36, (0.848561+-0.429492*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.36,0.44, (0.875212+-0.503521*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.44,0.52, (0.68602+-0.0735395*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.52,0.6, (0.546181+0.195382*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.6,0.68, (0.421349+0.403436*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.68,0.76, (0.26542+0.632743*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.76,0.82, (0.0958663+0.855839*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.82,0.86, (-0.438773+1.50784*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.86,0.9, (0.270071+0.683601*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.9,0.935, (-0.376293+1.40178*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.935,0.965, (-0.333448+1.35596*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.965,0.995, (-1.47525+2.53918*x)
3, iterativefit, up_cferr2,1,0.0,2.5,20.0,30.0,0.995,1.1, 1.05122864246
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,-15.0,0.0, 0.835977017879
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.0,0.08, 1.08104562759
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.08,0.2, (1.24102+-1.99973*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.2,0.28, (0.909798+-0.343599*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.28,0.36, (0.871641+-0.207325*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.36,0.44, (0.821747+-0.0687309*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.44,0.52, (0.870677+-0.179937*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.52,0.6, (0.674312+0.197688*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.6,0.68, (0.703763+0.148603*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.68,0.76, (0.621839+0.269081*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.76,0.82, (0.552186+0.360729*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.82,0.86, (0.338819+0.620933*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.86,0.9, (0.595318+0.322679*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.9,0.935, (0.406724+0.532227*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.935,0.965, (0.366731+0.575*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.965,0.995, (0.201011+0.746731*x)
3, iterativefit, up_cferr2,1,0.0,2.5,30.0,50.0,0.995,1.1, 0.944008231163
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,-15.0,0.0, 0.887766242027
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.0,0.08, 1.05038964748
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.08,0.2, (1.15577+-1.31731*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.2,0.28, (0.944704+-0.261959*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.28,0.36, (0.912884+-0.148316*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.36,0.44, (0.952755+-0.259067*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.44,0.52, (0.743824+0.215776*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.52,0.6, (0.820874+0.0676021*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.6,0.68, (0.79582+0.10936*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.68,0.76, (0.76599+0.153227*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.76,0.82, (0.725495+0.206509*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.82,0.86, (0.681935+0.259632*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.86,0.9, (0.686505+0.254318*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.9,0.935, (0.607544+0.342052*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.935,0.965, (0.664988+0.280615*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.965,0.995, (-0.750406+1.74734*x)
3, iterativefit, up_cferr2,1,0.0,2.5,50.0,70.0,0.995,1.1, 0.988201439381
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,-15.0,0.0, 0.903268694878
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.0,0.08, 1.04170465469
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.08,0.2, (1.13144+-1.12163*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.2,0.28, (0.941149+-0.170201*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.28,0.36, (1.01601+-0.437567*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.36,0.44, (0.834424+0.0668444*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.44,0.52, (0.795541+0.155213*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.52,0.6, (0.853274+0.0441886*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.6,0.68, (0.81083+0.114929*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.68,0.76, (0.804514+0.124217*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.76,0.82, (0.772072+0.166904*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.82,0.86, (0.740795+0.205046*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.86,0.9, (0.706007+0.245498*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.9,0.935, (0.64774+0.310239*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.935,0.965, (0.81615+0.130121*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.965,0.995, (-0.389292+1.37928*x)
3, iterativefit, up_cferr2,1,0.0,2.5,70.0,100.0,0.995,1.1, 0.983095347881
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,-15.0,0.0, 0.881881535053
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.0,0.08, 1.05253314972
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.08,0.2, (1.16275+-1.37767*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.2,0.28, (0.951494+-0.321404*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.28,0.36, (0.918672+-0.204183*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.36,0.44, (0.806484+0.107449*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.44,0.52, (0.874245+-0.0465535*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.52,0.6, (1.04369+-0.372408*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.6,0.68, (0.484168+0.560129*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.68,0.76, (0.764987+0.147159*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.76,0.82, (0.727246+0.196819*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.82,0.86, (0.688983+0.243481*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.86,0.9, (0.664727+0.271685*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.9,0.935, (0.618803+0.322711*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.935,0.965, (0.725239+0.208877*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.965,0.995, (-0.527416+1.50696*x)
3, iterativefit, up_cferr2,1,0.0,2.5,100.0,10000.0,0.995,1.1, 0.972013890743
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.0,0.08, 1.36304521561
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.08,0.2, (1.59357+-2.88151*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.2,0.28, (0.710728+1.53268*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.28,0.36, (1.48528+-1.23359*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.36,0.44, (1.37568+-0.929149*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.44,0.52, (1.01342+-0.105829*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.52,0.6, (0.892882+0.125982*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.6,0.68, (1.04457+-0.126829*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.68,0.76, (1.16805+-0.308418*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.76,0.82, (1.74533+-1.068*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.82,0.86, (0.690384+0.218521*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.86,0.9, (-0.206934+1.26191*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.9,0.935, (3.09867+-2.41098*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.935,0.965, (1.44043+-0.637458*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.965,0.995, (5.31968+-4.65741*x)
3, iterativefit, down_jes,0,0.0,2.5,20.0,30.0,0.995,1.1, 0.685558259487
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.0,0.08, 1.25130152702
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.08,0.2, (1.31118+-0.748515*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.2,0.28, (1.23729+-0.379047*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.28,0.36, (1.64356+-1.83003*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.36,0.44, (0.443429+1.50368*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.44,0.52, (1.38857+-0.644363*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.52,0.6, (1.4887+-0.836918*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.6,0.68, (0.712578+0.456613*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.68,0.76, (1.35481+-0.487852*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.76,0.82, (0.935006+0.064527*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.82,0.86, (0.964299+0.0288039*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.86,0.9, (1.54862+-0.650643*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.9,0.935, (0.353392+0.677391*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.935,0.965, (2.6425+-1.77086*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.965,0.995, (3.87015+-3.04303*x)
3, iterativefit, down_jes,0,0.0,2.5,30.0,50.0,0.995,1.1, 0.842336773872
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.0,0.08, 1.24623131752
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.08,0.2, (1.32461+-0.979714*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.2,0.28, (1.24614+-0.587347*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.28,0.36, (1.05487+0.095734*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.36,0.44, (0.930092+0.442347*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.44,0.52, (1.3901+-0.603136*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.52,0.6, (1.55849+-0.926948*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.6,0.68, (0.611801+0.650862*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.68,0.76, (1.41295+-0.527297*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.76,0.82, (1.68994+-0.891764*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.82,0.86, (-0.130357+1.32812*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.86,0.9, (1.30159+-0.336944*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.9,0.935, (2.36032+-1.51331*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.935,0.965, (-0.510103+1.55666*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.965,0.995, (4.67504+-3.81654*x)
3, iterativefit, down_jes,0,0.0,2.5,50.0,70.0,0.995,1.1, 0.877581775188
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.0,0.08, 1.23142457008
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.08,0.2, (1.31427+-1.03555*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.2,0.28, (1.21794+-0.553907*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.28,0.36, (0.791748+0.968207*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.36,0.44, (1.31548+-0.486618*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.44,0.52, (1.52223+-0.956498*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.52,0.6, (0.915355+0.210573*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.6,0.68, (1.35032+-0.514366*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.68,0.76, (0.942621+0.0851884*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.76,0.82, (0.593176+0.544985*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.82,0.86, (2.35938+-1.60892*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.86,0.9, (1.01003+-0.0399157*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.9,0.935, (-0.369827+1.49326*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.935,0.965, (3.01456+-2.1264*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.965,0.995, (2.65753+-1.75643*x)
3, iterativefit, down_jes,0,0.0,2.5,70.0,100.0,0.995,1.1, 0.909889340401
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.0,0.08, 1.33070313931
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.08,0.2, (1.4368+-1.32623*x)
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.2,0.28, (1.31293+-0.706892*x)
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.28,0.36, (1.12172+-0.0239819*x)
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.36,0.44, (1.34933+-0.656249*x)
3, iterativefit, down_jes,0,0.0,2.5,100.0,10000.0,0.44,0.52, (1.28714+-0.514902*x)
