DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.28,0.36, (1.04221+-0.107461*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.36,0.44, (1.12378+-0.334048*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.44,0.52, (1.39245+-0.944655*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.52,0.6, (0.697482+0.391823*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.6,0.68, (1.64893+-1.19393*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.68,0.76, (0.737037+0.147095*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.76,0.82, (1.3149+-0.613257*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.82,0.86, (-1.57223+2.90764*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.86,0.9, (3.04798+-2.4647*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.9,0.935, (0.208041+0.690789*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.935,0.965, (0.0240758+0.887543*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.965,0.995, (5.84001+-5.13933*x)
3, iterativefit, down_jes,0,0.0,2.4,20.0,30.0,0.995,1.1, 0.726374804974
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.0,0.08, 1.12476611137
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.08,0.2, (1.13599+-0.140332*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.2,0.28, (1.17131+-0.316924*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.28,0.36, (1.25723+-0.623783*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.36,0.44, (1.00616+0.0736445*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.44,0.52, (1.04985+-0.0256658*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.52,0.6, (1.43605+-0.768353*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.6,0.68, (0.913353+0.102811*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.68,0.76, (1.04389+-0.0891529*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.76,0.82, (1.27705+-0.395946*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.82,0.86, (0.0857831+1.05682*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.86,0.9, (0.995487+-0.000974536*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.9,0.935, (1.90915+-1.01616*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.935,0.965, (1.1069+-0.158139*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.965,0.995, (2.82666+-1.94027*x)
3, iterativefit, down_jes,0,0.0,2.4,30.0,50.0,0.995,1.1, 0.896091461182
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.0,0.08, 1.1097086668
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.08,0.2, (1.18302+-0.91637*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.2,0.28, (0.762113+1.18815*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.28,0.36, (1.06975+0.0894368*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.36,0.44, (1.57454+-1.31274*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.44,0.52, (0.602226+0.89706*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.52,0.6, (1.70263+-1.21911*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.6,0.68, (0.436806+0.890604*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.68,0.76, (1.09516+-0.0775605*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.76,0.82, (1.63397+-0.786531*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.82,0.86, (-0.135073+1.37084*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.86,0.9, (1.77001+-0.844371*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.9,0.935, (2.43882+-1.58749*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.935,0.965, (0.472113+0.51594*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.965,0.995, (2.28734+-1.36512*x)
3, iterativefit, down_jes,0,0.0,2.4,50.0,70.0,0.995,1.1, 0.929040789604
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.0,0.08, 1.14724826813
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.08,0.2, (1.18186+-0.432656*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.2,0.28, (1.22417+-0.64418*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.28,0.36, (1.08319+-0.14068*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.36,0.44, (1.09025+-0.160307*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.44,0.52, (1.01781+0.00432879*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.52,0.6, (1.04113+-0.0405237*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.6,0.68, (0.942365+0.124092*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.68,0.76, (1.61273+-0.861738*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.76,0.82, (-0.0695308+1.35176*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.82,0.86, (2.75592+-2.09391*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.86,0.9, (1.1483+-0.224586*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.9,0.935, (-0.401689+1.49763*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.935,0.965, (1.39105+-0.419744*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.965,0.995, (2.83552+-1.9166*x)
3, iterativefit, down_jes,0,0.0,2.4,70.0,100.0,0.995,1.1, 0.928501367569
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.0,0.08, 1.24518167973
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.08,0.2, (1.3883+-1.78898*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.2,0.28, (1.02349+0.035058*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.28,0.36, (1.10602+-0.25968*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.36,0.44, (1.15703+-0.401382*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.44,0.52, (0.928752+0.117434*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.52,0.6, (0.731165+0.497409*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.6,0.68, (1.46083+-0.7187*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.68,0.76, (1.02768+-0.081712*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.76,0.82, (0.797655+0.22095*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.82,0.86, (0.546605+0.527109*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.86,0.9, (2.46036+-1.69819*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.9,0.935, (0.809505+0.136096*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.935,0.965, (0.0957023+0.899522*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.965,0.995, (1.7468+-0.811456*x)
3, iterativefit, down_jes,0,0.0,2.4,100.0,10000.0,0.995,1.1, 0.93939691782
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0,0.0075, 0.772691786289
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0075,0.0225, (0.646417+16.8366*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0225,0.0375, (0.860219+7.33432*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0375,0.0525, (1.03765+2.60278*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0525,0.0675, (1.15202+0.424282*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0675,0.0825, (1.36706+-2.7615*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0825,0.0975, (0.670311+5.68399*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.0975,0.1125, (1.66359+-4.50354*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.1125,0.14, (1.101+0.497311*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.14,0.2, (1.24884+-0.558708*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.2,0.28, (1.38218+-1.22538*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.28,0.665, (1.0915+-0.187244*x)
3, iterativefit, down_jes,2,0.0,0.8,20.0,30.0,0.665,1.1, 0.966980576515
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0,0.0075, 0.788516461849
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0075,0.0225, (0.672316+15.4934*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0225,0.0375, (0.888672+5.87757*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0375,0.0525, (0.989091+3.19974*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0525,0.0675, (1.17791+-0.396792*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0675,0.0825, (1.37555+-3.32487*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0825,0.0975, (1.01573+1.03667*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.0975,0.1125, (1.6258+-5.22049*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.1125,0.14, (0.905792+1.17958*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.14,0.2, (1.28267+-1.51242*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.2,0.28, (1.18936+-1.04585*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.28,0.665, (1.00169+-0.375592*x)
3, iterativefit, down_jes,2,0.8,1.6,20.0,30.0,0.665,1.1, 0.751917243004
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0,0.0075, 0.900527477264
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0075,0.0225, (0.821155+10.583*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0225,0.0375, (1.03775+0.956432*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0375,0.0525, (1.11474+-1.09669*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0525,0.0675, (1.31471+-4.90559*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0675,0.0825, (1.32833+-5.10728*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0825,0.0975, (0.929706+-0.27552*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.0975,0.1125, (0.686549+2.2184*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.1125,0.14, (1.05277+-1.03694*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.14,0.2, (0.864273+0.309495*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.2,0.28, (0.994449+-0.341383*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.28,0.665, (0.934563+-0.127505*x)
3, iterativefit, down_jes,2,1.6,2.4,20.0,30.0,0.665,1.1, 0.849772274494
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0,0.0075, 0.880677878857
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0075,0.0225, (0.772592+14.4115*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0225,0.0375, (1.02553+3.16992*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0375,0.0525, (1.00836+3.62761*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0525,0.0675, (1.41142+-4.04968*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0675,0.0825, (1.29932+-2.38888*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0825,0.0975, (0.741264+4.3754*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.0975,0.1125, (1.35179+-1.88637*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.1125,0.14, (0.994296+1.29132*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.14,0.2, (1.44972+-1.96168*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.2,0.28, (1.2526+-0.976077*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.28,0.665, (0.915401+0.228191*x)
3, iterativefit, down_jes,2,0.0,0.8,30.0,40.0,0.665,1.1, 1.06714820862
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0,0.0075, 0.906715512276
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0075,0.0225, (0.818483+11.7644*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0225,0.0375, (1.0395+1.94131*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0375,0.0525, (1.21766+-2.80947*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0525,0.0675, (1.08027+-0.192642*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0675,0.0825, (1.4605+-5.82557*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0825,0.0975, (0.823057+1.90096*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.0975,0.1125, (0.68377+3.32953*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.1125,0.14, (1.3896+-2.94448*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.14,0.2, (0.918589+0.419862*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.2,0.28, (1.20047+-0.989547*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.28,0.665, (0.949447+-0.0930326*x)
3, iterativefit, down_jes,2,0.8,1.6,30.0,40.0,0.665,1.1, 0.887579977512
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0,0.0075, 0.949281334877
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0075,0.0225, (0.899102+6.69061*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0225,0.0375, (1.03954+0.449006*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0375,0.0525, (1.18656+-3.47152*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0525,0.0675, (1.13736+-2.53444*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0675,0.0825, (0.928649+0.557594*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0825,0.0975, (1.08251+-1.3074*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.0975,0.1125, (0.948209+0.0700514*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.1125,0.14, (0.930142+0.230646*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.14,0.2, (1.18479+-1.58828*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.2,0.28, (0.706492+0.803221*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.28,0.665, (0.86249+0.246087*x)
3, iterativefit, down_jes,2,1.6,2.4,30.0,40.0,0.665,1.1, 1.0261374712
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0,0.0075, 0.915446221828
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0075,0.0225, (0.809926+14.0694*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0225,0.0375, (1.09202+1.53194*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0375,0.0525, (1.1136+0.95648*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0525,0.0675, (0.994073+3.23315*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0675,0.0825, (1.49598+-4.20256*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0825,0.0975, (1.22833+-0.958244*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.0975,0.1125, (1.86333+-7.47108*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.1125,0.14, (0.871918+1.34146*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.14,0.2, (1.09154+-0.22729*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.2,0.28, (0.980608+0.327386*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.28,0.665, (1.15454+-0.293796*x)
3, iterativefit, down_jes,2,0.0,0.8,40.0,60.0,0.665,1.1, 0.959164857864
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0,0.0075, 0.946966707706
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0075,0.0225, (0.884912+8.27403*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0225,0.0375, (1.01668+2.41765*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0375,0.0525, (1.16357+-1.49939*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0525,0.0675, (0.906307+3.40084*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0675,0.0825, (1.83128+-10.3025*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0825,0.0975, (1.24858+-3.23949*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.0975,0.1125, (0.109772+8.44063*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.1125,0.14, (1.37269+-2.78531*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.14,0.2, (1.00155+-0.134308*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.2,0.28, (1.09563+-0.604731*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.28,0.665, (0.949875+-0.084161*x)
3, iterativefit, down_jes,2,0.8,1.6,40.0,60.0,0.665,1.1, 0.893908083439
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0,0.0075, 0.942171990871
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0075,0.0225, (0.886468+7.42721*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0225,0.0375, (1.11735+-2.83406*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0375,0.0525, (1.02008+-0.240318*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0525,0.0675, (0.97675+0.585032*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0675,0.0825, (1.3013+-4.22317*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0825,0.0975, (0.461022+5.96206*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.0975,0.1125, (0.771197+2.78079*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.1125,0.14, (1.36705+-2.51568*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.14,0.2, (1.23088+-1.54301*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.2,0.28, (0.0307922+4.45741*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.28,0.665, (1.61435+-1.19815*x)
3, iterativefit, down_jes,2,1.6,2.4,40.0,60.0,0.665,1.1, 0.817578971386
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0,0.0075, 0.948878645897
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0075,0.0225, (0.868161+10.7623*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0225,0.0375, (1.21129+-4.48783*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0375,0.0525, (0.88346+4.25429*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0525,0.0675, (1.18701+-1.52758*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0675,0.0825, (0.864421+3.25149*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0825,0.0975, (0.827683+3.69679*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.0975,0.1125, (2.0846+-9.19461*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.1125,0.14, (1.2456+-1.7369*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.14,0.2, (0.837058+1.18127*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.2,0.28, (1.20023+-0.634581*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.28,0.665, (0.875069+0.526704*x)
3, iterativefit, down_jes,2,0.0,0.8,60.0,10000.0,0.665,1.1, 1.22532725334
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0,0.0075, 0.975617587566
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0075,0.0225, (0.945474+4.0192*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0225,0.0375, (0.974375+2.7347*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0375,0.0525, (0.981571+2.54281*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0525,0.0675, (1.22415+-2.07779*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0675,0.0825, (1.54153+-6.77973*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0825,0.0975, (0.925622+0.685859*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.0975,0.1125, (0.908275+0.863775*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.1125,0.14, (0.878403+1.12931*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.14,0.2, (1.41416+-2.69754*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.2,0.28, (0.857376+0.0863902*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.28,0.665, (0.821769+0.213557*x)
3, iterativefit, down_jes,2,0.8,1.6,60.0,10000.0,0.665,1.1, 0.963784217834
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0,0.0075, 0.969379365444
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0075,0.0225, (0.951239+2.41869*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0225,0.0375, (0.904005+4.518*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0375,0.0525, (1.10502+-0.842381*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0525,0.0675, (1.07228+-0.21886*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0675,0.0825, (1.28682+-3.39723*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0825,0.0975, (0.116449+10.7891*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.0975,0.1125, (1.31701+-1.52435*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.1125,0.14, (1.96955+-7.32468*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.14,0.2, (0.673808+1.93062*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.2,0.28, (1.10543+-0.227503*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.28,0.665, (1.07792+-0.129239*x)
3, iterativefit, down_jes,2,1.6,2.4,60.0,10000.0,0.665,1.1, 0.991975784302
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.0,0.08, 1.21760058403
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.08,0.2, (1.33324+-1.44551*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.2,0.28, (1.05519+-0.055258*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.28,0.36, (1.09674+-0.20363*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.36,0.44, (1.18183+-0.439996*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.44,0.52, (1.35876+-0.842126*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.52,0.6, (0.646288+0.528022*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.6,0.68, (1.67996+-1.19477*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.68,0.76, (0.819132+0.0711575*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.76,0.82, (1.46083+-0.773181*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.82,0.86, (-2.13633+3.6136*x)
3, iterativefit, down_hf,0,0.0,2.4,20.0,30.0,0.86,0.9, (3.0508+-2.41795*x)
